id,lon,lat
664,72.815641,18.961612
665,72.816105,18.961423
666,72.829380,18.961220
667,72.829823,18.961217
668,72.815735,18.961845
669,72.816302,18.961785
670,72.828964,18.961310
671,72.830197,18.961174
672,72.830651,18.961301
673,72.831086,18.961318
674,72.834383,18.960832
675,72.817571,18.961958
676,72.838788,18.960572
677,72.809084,18.961452
678,72.826294,18.961664
679,72.827217,18.961688
680,72.827771,18.961703
681,72.828017,18.961722
682,72.815887,18.962138
683,72.819952,18.961939
684,72.821146,18.961901
685,72.821703,18.961884
686,72.823051,18.961756
687,72.824446,18.961804
688,72.828585,18.961746
689,72.828944,18.961754
690,72.829379,18.961771
691,72.829802,18.961791
692,72.830251,18.961800
693,72.830662,18.961838
694,72.831094,18.961860
695,72.831514,18.961869
696,72.831887,18.961893
697,72.801855,18.961642
698,72.832469,18.962003
699,72.837258,18.960956
700,72.834627,18.961168
701,72.835326,18.961232
702,72.835808,18.961247
703,72.836833,18.961061
704,72.803415,18.961369
705,72.812053,18.962362
706,72.838772,18.961152
707,72.833555,18.962093
708,72.835859,18.961624
709,72.836953,18.961467
710,72.837413,18.961463
711,72.827909,18.962356
712,72.829408,18.962811
713,72.829812,18.962816
714,72.835183,18.961715
715,72.837000,18.961583
716,72.819928,18.962902
717,72.834389,18.962140
718,72.819173,18.962886
719,72.826970,18.962566
720,72.838828,18.961715
721,72.811607,18.962568
722,72.834675,18.962233
723,72.826354,18.962755
724,72.827018,18.962762
725,72.837547,18.962028
726,72.808181,18.962809
727,72.827942,18.962925
728,72.837219,18.962133
729,72.818778,18.963232
730,72.819148,18.963216
731,72.819945,18.963194
732,72.825815,18.963063
733,72.827051,18.962939
734,72.825886,18.963378
735,72.827105,18.963206
736,72.836962,18.962510
737,72.837417,18.962563
